"genre","freq","artist_names_list","genreart"
"western swing",1,"Jimmie Davis","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"neo-synthpop",1,"Robyn","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"scandipop",1,"Robyn","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"swedish electropop",1,"Robyn","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"swedish pop",1,"Robyn","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"azonto",1,"Wizkid","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"nigerian hip hop",1,"Wizkid","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"alte",1,"Tems","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"gospel reggae",1,"Glacia Robinson","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"ska",1,"Toots & The Maytals","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classic girl group",1,"The Supremes","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"experimental r&b",1,"FKA twigs","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"instrumental soul",1,"Ramsey Lewis","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"jazz piano",1,"Ramsey Lewis","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"acoustic guitar cover",1,"Guus Dielissen","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classical era",1,"Ludwig van Beethoven","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"early romantic era",1,"Ludwig van Beethoven","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"german romanticism",1,"Ludwig van Beethoven","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classical piano",1,"Jenő Jandó","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"hungarian classical performance",1,"Jenő Jandó","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"hungarian classical piano",1,"Jenő Jandó","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"baroque",1,"Johann Sebastian Bach","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"early music",1,"Johann Sebastian Bach","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"german baroque",1,"Johann Sebastian Bach","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"chamber ensemble",1,"Yo-Yo Ma","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classical cello",1,"Yo-Yo Ma","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classical performance",1,"Yo-Yo Ma","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"harlem hip hop",1,"Mase","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"brill building pop",1,"Neil Diamond","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"yacht rock",1,"Neil Diamond","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"chicago punk",1,"Superchick","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classic canadian rock",1,"The Archies","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"rhythm and blues",1,"Brook Benton","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"chicago drill",1,"Lil Durk","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"indie pop rap",1,"G-Eazy","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"dong-yo",1,"Pinkfong","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"atl trap",1,"Lil Baby","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"modern dream pop",1,"The Japanese House","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"la indie",1,"Bad Suns","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"tempe indie",1,"The Maine","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"gaming edm",1,"Cartoon","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"new school turkce rap",1,"Coleman Trapp","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"indie triste",1,"KIRBY","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"shimmer pop",1,"Rhye","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"bronx hip hop",1,"Big Pun","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"st louis rap",1,"Nelly","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"bounce",1,"Big Freedia","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"alternative metal",1,"Five Finger Death Punch","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"groove metal",1,"Five Finger Death Punch","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"nu metal",1,"Five Finger Death Punch","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"glee club",1,"Glee Cast","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"bow pop",1,"2CELLOS","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"cello",1,"2CELLOS","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"string duo",1,"2CELLOS","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"dfw rap",1,"Post Malone","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"instrumental hip hop",1,"Bonobo","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"jazztronica",1,"Bonobo","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"nu jazz",1,"Bonobo","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"neo r&b",1,"Jordan Rakei","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"children's choir",1,"The Boys Choir Of Harlem","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"irish rock",1,"Two Door Cinema Club","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"northern irish indie",1,"Two Door Cinema Club","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"colombian pop",1,"Kali Uchis","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"lovers rock",1,"Marcia Griffiths","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"rocksteady",1,"Marcia Griffiths","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"atlanta bass",1,"Lil Jon & The East Side Boyz","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"philly soul",1,"McFadden & Whitehead","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"florida drill",1,"Kodak Black","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"florida rap",1,"Kodak Black","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"trap latino",1,"Kodak Black","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"norwegian pop",1,"AURORA","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"vegas indie",1,"The Cab","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"pop quebecois",1,"Tyler Shaw","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"glam rock",1,"Queen","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"north carolina hip hop",1,"J. Cole","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"anthem emo",1,"Speak Low","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"south african jazz",1,"Vusi Mahlasela","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"orchestral soundtrack",1,"John Williams","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"soundtrack",1,"John Williams","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"irish pop",1,"Dermot Kennedy","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"complextro",1,"Zedd","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"german techno",1,"Zedd","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"ghanaian hip hop",1,"Jidenna","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"viral trap",1,"Jidenna","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"contemporary country",1,"Mickey Guyton","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"country pop",1,"Mickey Guyton","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"classic country pop",1,"Dolly Parton","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"country",1,"Dolly Parton","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"country dawn",1,"Dolly Parton","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"melancholia",1,"Bright Eyes","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"omaha indie",1,"Bright Eyes","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"stomp and holler",1,"Bright Eyes","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"contemporary vocal jazz",1,"Somi","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"la pop",1,"Joy Oladokun","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"australian children's music",1,"Bluey","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"baroque pop",1,"Brian Wilson","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"sunshine pop",1,"Brian Wilson","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"k-pop girl group",1,"BLACKPINK","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"preschool children's music",1,"The Kiboomers","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"singeli",1,"Makaveli","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"europop",1,"Dido","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"dutch r&b",1,"Naomi Sharon","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"northern soul",1,"Marvin Gaye","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"brit funk",1,"Loose Ends","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"jazz pop",1,"Tom Misch","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"british jazz",1,"Yussef Dayes","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"indiana hip hop",1,"Freddie Gibbs","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"french pop",1,"Yseult","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"r&b francais",1,"Yseult","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"latinx alternative",1,"Thee Sacred Souls","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"souldies",1,"Thee Sacred Souls","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"dixieland",1,"Louis Armstrong","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"jazz trumpet",1,"Louis Armstrong","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"new orleans jazz",1,"Louis Armstrong","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"rap angolano",1,"Soarito","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"musica mocambicana",1,"Mark Exodus","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"rap mocambicana",1,"Mark Exodus","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"soul blues",1,"Bobby ""Blue"" Bland","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"nz pop",1,"TEEKS","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"latin arena pop",1,"Belinda","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"latin pop",1,"Belinda","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
"mexican pop",1,"Belinda","https://www.dropbox.com/scl/fi/3wutj2zelwo6x305m4def/1.png?rlkey=0ek6mbo8smvaidcf7mxszseoc&raw=1"
